NAME,STATE,POPULATION
Seymour city,Texas,2620
Trenton city,Illinois,2619
Fairview city,Oklahoma,2617
Hallettsville city,Texas,2616
Clarkson Valley city,Missouri,2613
Sibley city,Iowa,2611
Indian Springs Village city,Alabama,2606
Hartford city,Michigan,2605
Bonners Ferry city,Idaho,2603
Crisfield city,Maryland,2602
Wellford city,South Carolina,2601
Dermott city,Arkansas,2597
Spooner city,Wisconsin,2597
Petersburg city,West Virginia,2593
Hartford city,Alabama,2592
Owensville city,Missouri,2589
Wellsburg city,West Virginia,2589
West Fork city,Arkansas,2587
Madrid city,Iowa,2587
Barnesville city,Minnesota,2583
Ruidoso Downs city,New Mexico,2583
George West city,Texas,2581
Royston city,Georgia,2576
Sutter Creek city,California,2575
Premont city,Texas,2572
Okanogan city,Washington,2571
Eagle Lake city,Florida,2570
Ashland city,Nebraska,2570
Sabetha city,Kansas,2569
Eminence city,Kentucky,2569
Russell Springs city,Kentucky,2569
Abbeville city,Alabama,2567
Eddyville city,Kentucky,2567
Summerset city,South Dakota,2566
Vassar city,Michigan,2562
Escobares city,Texas,2562
Okolona city,Mississippi,2560
Hoisington city,Kansas,2559
Landrum city,South Carolina,2559
Vergennes city,Vermont,2558
Lyford city,Texas,2555
Bridgeport city,Washington,2555
Burlington city,Kansas,2553
Oronogo city,Missouri,2553
White Salmon city,Washington,2552
Center Point city,Iowa,2551
Salina city,Utah,2551
Rock Rapids city,Iowa,2549
Kalona city,Iowa,2544
Alturas city,California,2540
Donalsonville city,Georgia,2539
Rockville city,Minnesota,2539
Macon city,Mississippi,2537
Sandusky city,Michigan,2535
Shallowater city,Texas,2535
Myrtle Point city,Oregon,2530
Covington city,Indiana,2529
Quanah city,Texas,2529
Lauderdale city,Minnesota,2528
New Town city,North Dakota,2528
Jay city,Oklahoma,2528
Garland city,Utah,2528
Glenwood city,Minnesota,2527
Pembroke city,Georgia,2526
Montpelier city,Idaho,2526
Clearwater city,Kansas,2524
Westminster city,South Carolina,2523
Fillmore city,Utah,2522
Calvert City city,Kentucky,2521
Bayou La Batre city,Alabama,2512
Phillipsburg city,Kansas,2512
Clio city,Michigan,2509
South Hutchinson city,Kansas,2507
New Lisbon city,Wisconsin,2507
Beverly city,New Jersey,2504
Carrabelle city,Florida,2503
Galva city,Illinois,2503
Marked Tree city,Arkansas,2501
Overton city,Texas,2498
Paynesville city,Minnesota,2494
Conrad city,Montana,2494
Charlevoix city,Michigan,2493
Lake Crystal city,Minnesota,2493
Casselton city,North Dakota,2493
Hawarden city,Iowa,2491
Nixon city,Texas,2490
Clinton city,Arkansas,2486
Dayton city,Washington,2485
Carthage city,Illinois,2483
Blue Mound city,Texas,2482
Fennimore city,Wisconsin,2482
Wabasha city,Minnesota,2481
Collins city,Mississippi,2481
Nicoma Park city,Oklahoma,2481
Mineral Point city,Wisconsin,2481
Bells city,Tennessee,2478
Windy Hills city,Kentucky,2477
Winters city,Texas,2474
Le Center city,Minnesota,2473
Mayflower city,Arkansas,2471
Pleasant Ridge city,Michigan,2467
Villa Grove city,Illinois,2466
Pelican Rapids city,Minnesota,2466
Lordsburg city,New Mexico,2464
Charleston city,Arkansas,2463
Lincoln city,Arkansas,2463
Huntsville city,Arkansas,2456
Ranger city,Texas,2456
Orchard Lake Village city,Michigan,2455
Blountstown city,Florida,2454
Sylvania city,Georgia,2452
Lake City city,Arkansas,2451
Marengo city,Iowa,2451
Junction city,Texas,2448
Chester city,West Virginia,2448
Hinton city,West Virginia,2448
Mount Vernon city,Kentucky,2446
Lavaca city,Arkansas,2444
St. Maries city,Idaho,2443
Hollandale city,Mississippi,2443
Carrollton city,Illinois,2441
Belle Plaine city,Iowa,2441
Anchorage city,Kentucky,2435
Monroe City city,Missouri,2435
Mendenhall city,Mississippi,2433
Versailles city,Missouri,2432
Nekoosa city,Wisconsin,2429
Morgantown city,Kentucky,2428
Forsyth city,Missouri,2426
Paden City city,West Virginia,2424
Spring Valley city,Minnesota,2421
Walters city,Oklahoma,2421
Danville city,Arkansas,2420
Odem city,Texas,2420
White Sulphur Springs city,West Virginia,2420
Commerce city,Oklahoma,2416
Neillsville city,Wisconsin,2416
Daingerfield city,Texas,2413
Louisa city,Kentucky,2412
Prague city,Oklahoma,2412
Cave City city,Kentucky,2411
Shepherd city,Texas,2410
Olmos Park city,Texas,2409
Oakland City city,Indiana,2405
Sisseton city,South Dakota,2402
Eureka city,Kansas,2401
Homerville city,Georgia,2400
Strafford city,Missouri,2399
Monticello city,Florida,2395
Lawson city,Missouri,2394
West Branch city,Iowa,2393
Moline Acres city,Missouri,2390
Dalton Gardens city,Idaho,2389
Chamberlain city,South Dakota,2389
St. Bonifacius city,Minnesota,2388
Dalworthington Gardens city,Texas,2387
Newton city,Texas,2387
East Brewton city,Alabama,2386
Lennox city,South Dakota,2386
Reed City city,Michigan,2385
Seneca city,Missouri,2383
Decherd city,Tennessee,2382
Breezy Point city,Minnesota,2381
Bono city,Arkansas,2379
Anahuac city,Texas,2376
Concordia city,Missouri,2373
White Hall city,Illinois,2372
Hazen city,North Dakota,2372
Sumiton city,Alabama,2368
Wray city,Colorado,2367
Hallowell city,Maine,2365
Durant city,Mississippi,2365
Darlington city,Wisconsin,2363
Bellevue city,Idaho,2362
Kimball city,Nebraska,2361
Dillingham city,Alaska,2360
Freeport city,Florida,2360
Horse Cave city,Kentucky,2359
Madison city,Nebraska,2359
East Dublin city,Georgia,2355
Hudson city,Iowa,2354
Raceland city,Kentucky,2354
Henagar city,Alabama,2353
Maynardville city,Tennessee,2353
Montague city,Michigan,2351
Olivia city,Minnesota,2350
Irvine city,Kentucky,2348
Houston city,Alaska,2347
Harrisburg city,Arkansas,2347
West Union city,Iowa,2346
Amboy city,Illinois,2344
Crosby city,Minnesota,2344
East Jordan city,Michigan,2343
Brewster city,Washington,2343
St. Paul city,Nebraska,2342
Canton city,Missouri,2340
Hermann city,Missouri,2340
Waynesboro city,Tennessee,2337
Aliceville city,Alabama,2335
East Bernard city,Texas,2335
Hudson Oaks city,Texas,2335
Panorama Village city,Texas,2334
Flandreau city,South Dakota,2333
Herington city,Kansas,2332
Lake Village city,Arkansas,2328
St. Ignace city,Michigan,2326
Monroe city,Utah,2326
Carlin city,Nevada,2324
Kimberling City city,Missouri,2323
Arcola city,Texas,2323
Hardinsburg city,Kentucky,2322
Purvis city,Mississippi,2322
Elm Springs city,Arkansas,2320
Inman city,South Carolina,2320
Parsons city,Tennessee,2320
Spirit Lake city,Idaho,2318
Antlers city,Oklahoma,2318
Belmond city,Iowa,2317
Neodesha city,Kansas,2315
Greensboro city,Alabama,2314
Dunkirk city,Indiana,2314
Bridgeport city,Alabama,2312
Colstrip city,Montana,2311
Anson city,Texas,2310
Idalou city,Texas,2310
Hull city,Iowa,2309
Petersburg city,Indiana,2307
Excelsior city,Minnesota,2307
Good Hope city,Alabama,2305
Wrightsville city,Arkansas,2304
Bronson city,Michigan,2304
Mitchellville city,Iowa,2303
Malakoff city,Texas,2302
Hayward city,Wisconsin,2302
Gold Bar city,Washington,2301
Pequot Lakes city,Minnesota,2300
Apalachicola city,Florida,2296
St. Paul city,Missouri,2295
Redfield city,South Dakota,2295
Riverside city,Alabama,2294
Junction City city,Kentucky,2294
Rogue River city,Oregon,2294
Ashville city,Alabama,2291
Tool city,Texas,2291
Winsted city,Minnesota,2289
Croswell city,Michigan,2288
Wellston city,Missouri,2286
Red Lodge city,Montana,2286
Cascade city,Iowa,2285
Westmorland city,California,2284
Mabton city,Washington,2284
Magnolia city,Mississippi,2283
Iona city,Idaho,2282
Gold Beach city,Oregon,2282
Cairo city,Illinois,2281
York city,Alabama,2280
Altamont city,Illinois,2280
Farmington city,Illinois,2280
Tompkinsville city,Kentucky,2277
Guin city,Alabama,2274
Henry city,Illinois,2273
La Porte City city,Iowa,2272
Valley city,Nebraska,2271
Fredonia city,Kansas,2270
Plattsburg city,Missouri,2269
Lamoni city,Iowa,2267
Abbotsford city,Wisconsin,2265
Lineville city,Alabama,2263
Janesville city,Minnesota,2259
Mount Vernon city,Georgia,2258
Claxton city,Georgia,2257
Bottineau city,North Dakota,2255
Park Falls city,Wisconsin,2254
Crosslake city,Minnesota,2251
Clayton city,Georgia,2250
Westby city,Wisconsin,2248
Earle city,Arkansas,2244
Louisville city,Georgia,2241
Vernonia city,Oregon,2240
Lisbon city,Iowa,2239
Madelia city,Minnesota,2239
Bridgman city,Michigan,2238
Mason city,Texas,2238
Holden city,Missouri,2235
Oxford city,Georgia,2234
Castle Rock city,Washington,2234
Trenton city,Georgia,2233
Hudson city,Michigan,2231
Ely city,Iowa,2230
Sterling city,Kansas,2230
Gaylord city,Minnesota,2223
Hickman city,Nebraska,2221
Newkirk city,Oklahoma,2220
South Fulton city,Tennessee,2220
Dry Ridge city,Kentucky,2219
Petersburg city,Illinois,2218
Wynnewood city,Oklahoma,2217
Holyoke city,Colorado,2215
Jellico city,Tennessee,2215
Polo city,Illinois,2213
Jonesville city,Michigan,2212
Lumberton city,Mississippi,2211
Ludowici city,Georgia,2210
Raymond city,Mississippi,2210
Fairfield Bay city,Arkansas,2207
Las Animas city,Colorado,2207
Lewistown city,Illinois,2207
Fulton city,Kentucky,2207
Dyer city,Tennessee,2206
Lakin city,Kansas,2205
Munising city,Michigan,2205
Royal City city,Washington,2205
Willamina city,Oregon,2200
Graceville city,Florida,2199
Waldport city,Oregon,2198
Wells city,Minnesota,2195
Marionville city,Missouri,2191
Cimarron city,Kansas,2190
Hawley city,Minnesota,2190
Union city,Oregon,2188
Cordova city,Alaska,2187
Schofield city,Wisconsin,2186
Bayard city,New Mexico,2185
Waskom city,Texas,2184
Weimar city,Texas,2184
Carlisle city,Arkansas,2182
Mason City city,Illinois,2181
Chiefland city,Florida,2180
Cherryvale city,Kansas,2180
Hickman city,Kentucky,2180
De Leon city,Texas,2178
Warsaw city,Missouri,2177
Combine city,Texas,2177
Moorhead city,Mississippi,2176
Kamas city,Utah,2176
Bellevue city,Iowa,2175
Cheney city,Kansas,2170
Rockport city,Indiana,2169
Morenci city,Michigan,2166
Toledo city,Iowa,2164
Carnation city,Washington,2164
Lavonia city,Georgia,2161
Oakbrook Terrace city,Illinois,2161
Shiner city,Texas,2161
North Plains city,Oregon,2159
Lipscomb city,Alabama,2153
Arlington city,Minnesota,2153
Quitman city,Mississippi,2151
Lexington city,Oklahoma,2151
Fort Pierre city,South Dakota,2150
Chetek city,Wisconsin,2150
Thayer city,Missouri,2148
Carlton city,Oregon,2147
Rising Sun city,Indiana,2146
Victor city,Idaho,2145
Jasonville city,Indiana,2145
Nokomis city,Illinois,2140
Newport city,Washington,2140
Wautoma city,Wisconsin,2140
Gassville city,Arkansas,2136
Marceline city,Missouri,2136
Pawnee city,Oklahoma,2136
Atlantis city,Florida,2133
Anthony city,Kansas,2132
Wellington city,Texas,2129
Shinnston city,West Virginia,2129
Oak Hill city,Florida,2127
Horseshoe Bend city,Arkansas,2126
Belvedere city,California,2126
Maple Lake city,Minnesota,2126
Huntington city,Texas,2126
Rainier city,Washington,2126
Cabool city,Missouri,2123
Glenwood city,Arkansas,2122
Geneva city,Nebraska,2122
Willow Springs city,Missouri,2120
Star City city,Arkansas,2119
Cumberland city,Wisconsin,2119
Rockwell City city,Iowa,2114
Falmouth city,Kentucky,2114
Liberty city,Kentucky,2113
Kountze city,Texas,2113
Belleair Bluffs city,Florida,2112
Holcomb city,Kansas,2112
Olton city,Texas,2112
Elkton city,Kentucky,2111
Auburn city,Michigan,2111
Spencer city,West Virginia,2111
Greensburg city,Kentucky,2108
Berkeley Lake city,Georgia,2107
Malad City city,Idaho,2104
Parma city,Idaho,2104
Hart city,Michigan,2104
Granby city,Missouri,2104
Ord city,Nebraska,2103
North Pole city,Alaska,2101
Kirbyville city,Texas,2100
Bowdon city,Georgia,2099
Lake Lotawana city,Missouri,2099
Hale Center city,Texas,2099
Gurdon city,Arkansas,2098
Sac City city,Iowa,2098
Buena Vista city,Georgia,2096
Postville city,Iowa,2096
Oakley city,Kansas,2096
Perry city,Michigan,2095
Turner city,Oregon,2095
Plainview city,Tennessee,2095
Graysville city,Alabama,2094
Lithonia city,Georgia,2094
Trenton city,Florida,2093
Pearson city,Georgia,2093
Ridgetop city,Tennessee,2092
Wewahitchka city,Florida,2091
Helper city,Utah,2091
Houston city,Missouri,2090
Mayer city,Minnesota,2089
Memphis city,Texas,2089
Harrison city,Michigan,2086
Ronan city,Montana,2083
Greenfield city,Tennessee,2083
Kellogg city,Idaho,2081
Stanfield city,Oregon,2081
Milford city,Nebraska,2080
Yorktown city,Texas,2080
New Haven city,Missouri,2078
Stratford city,Texas,2077
Eureka Springs city,Arkansas,2074
Galesburg city,Michigan,2073
Lisbon city,North Dakota,2073
Pinehurst city,Texas,2073
Jonestown city,Texas,2071
Ganado city,Texas,2070
Jal city,New Mexico,2069
Sea Isle City city,New Jersey,2068
East Helena city,Montana,2067
Ida Grove city,Iowa,2066
Colfax city,Iowa,2064
McCamey city,Texas,2063
Imperial city,Nebraska,2062
West Branch city,Michigan,2061
Mountain Lake city,Minnesota,2061
Elmwood city,Illinois,2059
Tracy city,Minnesota,2056
Halstead city,Kansas,2054
Howard Lake city,Minnesota,2054
Jackson city,Kentucky,2052
Council Grove city,Kansas,2051
Eupora city,Mississippi,2051
Johnson City city,Texas,2051
Westport city,Washington,2051
Naples city,Utah,2048
Washburn city,Wisconsin,2048
Lexington city,Illinois,2047
St. Croix Falls city,Wisconsin,2047
Townsend city,Montana,2045
Canyonville city,Oregon,2044
Mannington city,West Virginia,2043
Cuba City city,Wisconsin,2043
Splendora city,Texas,2042
Ball Ground city,Georgia,2041
Seneca city,Kansas,2039
Lexington city,Minnesota,2037
Newaygo city,Michigan,2035
Shelby city,Mississippi,2035
Lathrop city,Missouri,2035
Nisswa city,Minnesota,2034
Midway city,Georgia,2033
Columbia City city,Oregon,2031
Millville city,Utah,2030
Magnolia city,Texas,2029
Blanco city,Texas,2027
Caney city,Kansas,2026
Kemah city,Texas,2024
Wapello city,Iowa,2023
Ogden city,Iowa,2022
Springfield city,Minnesota,2022
Slayton city,Minnesota,2021
Albany city,Kentucky,2020
Lake Mills city,Iowa,2019
Hamlin city,Texas,2018
Aitkin city,Minnesota,2016
Girard city,Illinois,2015
Eyota city,Minnesota,2015
Carrington city,North Dakota,2014
Steele city,Missouri,2012
Jenkins city,Kentucky,2011
Elsberry city,Missouri,2011
Ellinwood city,Kansas,2009
Kechi city,Kansas,2007
Minonk city,Illinois,2006
Three Forks city,Montana,2006
Eudora city,Arkansas,2005
Colfax city,California,2005
Sigourney city,Iowa,2002
Banks city,Oregon,2002
Leonard city,Texas,2001
Little River-Academy city,Texas,2000
Troup city,Texas,2000
Kahoka city,Missouri,1999
Wrens city,Georgia,1998
Cumberland city,Kentucky,1998
Fritch city,Texas,1998
Creola city,Alabama,1995
Monticello city,Utah,1995
Leavenworth city,Washington,1995
Sumner city,Iowa,1993
Seymour city,Missouri,1993
Weatherby Lake city,Missouri,1993
Cle Elum city,Washington,1993
Judsonia city,Arkansas,1992
Augusta city,Arkansas,1986
Beverly Hills city,Texas,1986
Britt city,Iowa,1985
Ogden city,Kansas,1985
Syracuse city,Nebraska,1985
Albany city,Texas,1983
Ellis city,Kansas,1982
Rainier city,Oregon,1982
River Heights city,Utah,1982
Blooming Prairie city,Minnesota,1981
Troy city,Texas,1979
Hoyt Lakes city,Minnesota,1978
Farmer City city,Illinois,1977
Anderson city,Missouri,1977
San Juan Bautista city,California,1976
Belzoni city,Mississippi,1975
Mount Olive city,Illinois,1974
Prophetstown city,Illinois,1974
Hartshorne city,Oklahoma,1972
Cave Junction city,Oregon,1971
Northwood city,Iowa,1970
Coleraine city,Minnesota,1970
Cooper city,Texas,1968
Goliad city,Texas,1968
Rolling Fork city,Mississippi,1967
Jefferson city,Texas,1967
Carlisle city,Kentucky,1963
Stevenson city,Alabama,1961
Minneapolis city,Kansas,1960
Charleston city,Mississippi,1958
Cordova city,Alabama,1957
Jamestown city,Tennessee,1956
Guyton city,Georgia,1955
Patton Village city,Texas,1954
Beresford city,South Dakota,1953
Brundidge city,Alabama,1952
Waurika city,Oklahoma,1952
Piedmont city,Missouri,1951
Millersburg city,Oregon,1951
Aberdeen city,Idaho,1950
Enterprise city,Oregon,1950
Huntington city,Utah,1950
Parkersburg city,Iowa,1946
Krebs city,Oklahoma,1946
Epworth city,Iowa,1945
Elmendorf city,Texas,1945
Bull Shoals city,Arkansas,1944
Three Rivers city,Texas,1943
Nettleton city,Mississippi,1942
Springfield city,South Dakota,1942
Gregory city,Texas,1942
Demorest city,Georgia,1940
Lebanon Junction city,Kentucky,1939
Audubon city,Iowa,1937
Linden city,Alabama,1936
Alta city,Iowa,1936
Baker city,Montana,1935
Malta city,Montana,1935
Linden city,Texas,1934
Doniphan city,Missouri,1933
Custer city,South Dakota,1932
Volga city,South Dakota,1932
Portola city,California,1930
Carbon Hill city,Alabama,1928
Slocomb city,Alabama,1924
Hooker city,Oklahoma,1924
Durham city,Oregon,1924
Mount Sterling city,Illinois,1922
Hidden Hills city,California,1921
Warson Woods city,Missouri,1921
Albion city,Illinois,1918
Carterville city,Missouri,1916
Tennille city,Georgia,1915
Wadley city,Georgia,1915
Whitesburg city,Kentucky,1914
Mill City city,Oregon,1914
Mart city,Texas,1914
Dora city,Alabama,1913
Athens city,Illinois,1911
Bernie city,Missouri,1911
New Johnsonville city,Tennessee,1910
Cave City city,Arkansas,1909
Sunray city,Texas,1906
Richwood city,West Virginia,1906
Liberty Hill city,Texas,1905
Medicine Lodge city,Kansas,1901
Hurstbourne Acres city,Kentucky,1897
Venice city,Illinois,1895
Belleville city,Kansas,1895
West Tawakoni city,Texas,1895
Hollis city,Oklahoma,1894
Arcade city,Georgia,1893
Napavine city,Washington,1893
Buffalo city,Texas,1892
Yale city,Michigan,1891
Sesser city,Illinois,1890
Gibbon city,Nebraska,1890
Samson city,Alabama,1887
Sparta city,Missouri,1887
Gordon city,Georgia,1886
Stockton city,Missouri,1886
San Augustine city,Texas,1886
Leslie city,Michigan,1884
Rolling Hills city,California,1882
Colquitt city,Georgia,1879
Meadowlakes city,Texas,1879
Wilber city,Nebraska,1878
Vernon city,Alabama,1877
Blaine city,Tennessee,1877
New Buffalo city,Michigan,1876
Moundridge city,Kansas,1874
Campbell city,Missouri,1874
Itta Bena city,Mississippi,1873
Atkins city,Iowa,1870
Shamrock city,Texas,1870
Elkhart city,Kansas,1869
Vinita Park city,Missouri,1869
Ellaville city,Georgia,1867
Waterville city,Minnesota,1867
Adams city,Wisconsin,1866
Evart city,Michigan,1865
Lakesite city,Tennessee,1865
Monroe city,Iowa,1864
La Pine city,Oregon,1864
Superior city,Nebraska,1862
Ralls city,Texas,1862
Bloomfield city,Missouri,1861
Goldthwaite city,Texas,1861
Forsyth city,Montana,1860
Dakota City city,Nebraska,1860
Willard city,Utah,1860
Columbus Junction city,Iowa,1859
Somerset city,Texas,1859
Memphis city,Missouri,1858
New London city,Iowa,1857
Hinckley city,Minnesota,1857
Roundup city,Montana,1857
Ingram city,Texas,1854
Sour Lake city,Texas,1854
Southside Place city,Texas,1854
Morgan city,Georgia,1849
Darien city,Georgia,1848
Sylvan Lake city,Michigan,1846
Camden city,Alabama,1845
Sulligent city,Alabama,1845
Parchment city,Michigan,1844
Haslet city,Texas,1844
Crandon city,Wisconsin,1844
Leon city,Iowa,1843
Coalgate city,Oklahoma,1843
Grayling city,Michigan,1842
Plainville city,Kansas,1840
Long Lake city,Minnesota,1840
Denver city,Iowa,1838
